Kycklingbröstfilé,,"ELDORADO, 900g"
Färsk laxfilé,"149,00/kg","FALKENBERG, ca 1,4kg"
Smör,"39,95/st","ARLA, 500g"
Hallon,"25,00/st",125g
Laxfilé,"79,00/st","MAJ BRITTS, 3x125g"
Formpasta,"10,00/st","BARILLA, 500g"
Barnmat,,"MINSTINGEN, 120g"
Blockljus,"22,00/st","FIXA, 12cm"
Yoghurt,"16,00/st","ARLA, 1kg"
Vetelevain,"28,00/st","SÖDERVIDINGE, 750g"
Brioche korvbröd,"20,00/st","GARANT, 270g"
Stora odlade blåbär,"15,00/st","GARANT, 225g"
Frysta ärter,"15,00/st","GARANT EKO, 450g"
Pizza slice,"15,00/st","DR. OETKER, 140g"
Kylda såser,"20,00/st","ERIKS, 170-230ml"
Ishavsräkor,"69,00/st","GARANT, 750g"
Chokladbitar,"10,00/st","CLOETTA, 80g"
Kaffe hela bönor,"49,00/st","LÖFBERGS, 400g"
Fryst vegetariskt,"79,00/st","ANAMMA, 0,75-1kg"
Fish & Crisp,"59,00/st","FINDUS, 480-490g"
Bullar,"5,00/st","BONJOUR, 90-100g"
Svensk blandfärs,"59,95/st","GARANT, 800g"
Prästost,"79,00/kg","FALKÖPINGS, ca 850g"
Svensk fast potatis,"10,00/st","GARANT, 900g"
Toalettpapper 12-pack,"49,00/st","LAMBI, 12p"
Jordnötter,"10,00/st","OLW, 165g"
Multivitamindryck,"10,00/st","GRAND, 1l"
Proteinbar,"10,00/st","GAAM, 55g"
Yankie bar,"5,00/st","TOMS, 40g"
Glass,"30,00/st","SAMMONTANA, 500g"
Värmeljus 50-pack,"39,95/st","FIXA, 50p"
Skinka,"199,50/kg","JAKOBSDALS, ca: 150g"
Tryffelskinka,"249,50/kg",JAKOBSDALS
Bacon,"12,00/st","GARANT, 140g"
Skinka,"15,00/st","SVEA, 100g"
Smörgåspålägg,"29,95/st","PÄRSONS, 150-200g"
Lindt Excellence,"27,95/st","LINDT, 100g"
Tomatpuré,"18,95/st","MUTTI, 200g"
Granola,"48,95/st","PAULÚNS, 430-450g"
Pärlsocker,"15,00/st","DANSUKKER, 500g"
Energidryck,"12,00/st","MONSTER, REIGN, 50cl"
Trocadero 6-pack,"29,95/st","TROCADERO, 6x33cl"
Juice,"20,95/st","GOD MORGON, 1l"
Proteinpudding,"15,00/st","DANONE, YOPRO, 180-300g"
Russin,"26,95/st","SALTÅ KVARN, 250g"
Fläskytterfilé,"79,95/kg","DALSJÖFORS, ca 900g"
Majskycklingbröstfilé,"139,00/kg","GARANT, ca 750g"
Älgstek,"299,00/kg","ÅKE P, ca 1kg"
Grillade kycklingklubbor 2-pack,"35,00/st","KRONFÅGEL, råvikt ca 560g"
Filé av Rödstrimma,"69,95/st","GÅRDSFISK, 250g"
Färs av Gårdsclarias,"69,95/st","GÅRDSFISK, 500g"
Fjällröding,"89,00/st","LERÖY, 280g"
Tonfisk,"69,95/st","LERÖY, 230g"
Färsk fjällröding,"279,00/kg",LERÖY
Gulfenad tonfisk,"299,00/kg",LERÖY
Pågenlimpan,"28,95/st","PÅGEN, 900g"
Lilja 3-pack,"59,95/st",
Knoppljung,"29,95/st",
Svenska rödbetor,"10,00/st",600g
Svensk färsk majskolv,"10,00/st",310g
Champinjoner,"15,00/st",250g
Päron Conference,"29,95/kg",ca: 250g
Paprika,"39,95/kg",ca: 180g
Familjefavoriter,"79,95/kg","ARLA, ca 0,75-1,2kg"
Tandkräm,"20,00/st","ORAL-B, 75ml"
Ansiktsrengörning,"39,95/st","GARNIER, 400ml"
Maskindisktabletter,"69,95/st","FINISH, 35-48 pack"
Beyond Burger 2-pack,"29,95/st","BEYOND MEAT, 2x113g"
Bullar,"33,95/st","FINDUS, 420-480g"
Kanelbullar,"29,95/st","FRIA, 230g"
Fullkornsbröd,"20,00/st","GARANT EKO, 500g"
BACON 1F12,"12,00/st","GARANT, 140g"
Lime,,ca75g
Loka Crush,,"LOKA, 50cl"
"Coca-Cola, Fanta, Sprite",,"COCA-COLA ZERO, 1,5l"
"Fetaost, Halloumi",,"ZETA, 130-150g"
Batterier,,"FIXA, 1-4 pack"
Buljongtärningar,,"KNORR, 6-pack"
Delichips,,"OLW, 150g"
