Nötfärs,49 90 /st ,GARANT 500G
Hushållsost,79 90 /kg ,"ARLA CA 1,1KG"
Lingongrova,17 90 /st ,PÅGEN 500G
Potatis fast,14 90 /st ,SVERIGE 2KG
Glass,38 90 /st ,MAGNUM 6P
Donuts,4 FÖR 20 00 ,LA LORRAINE 50G • 56G
Rågbröd,2 FÖR 30 00 ,GARANT 6P • 300G • 340G
Salladsbaren,99 00 /kg ,PICADELI I LÖSVIKT
Läsk,2 FÖR 25 00 +pant ,"COCA-COLA • FANTA • SPRITE 1,5L"
Pulled pork,44 90 /st ,TULIP 450G
Gröna vindruvor,29 90 /st ,"SPANIEN, GREKLAND, ITALIEN 500G"
Päron Conference i korg,19 90 /st ,BELGIEN 1KG
Kvisttomater,27 90 /kg ,NEDERLÄNDERNA I LÖSVIKT
Ekologisk gurka,14 90 /st ,"SPANIEN, NEDERLÄNDERNA STYCK"
Västerbottensost,36 90 /st ,VÄSTERBOTTENS 150G
Ostburgare,16 90 /st ,ELDORADO 2P/120G
Mjukost,33 90 /st ,FJÄLLBRYNT 250G
Big bite proteinbar,2 FÖR 26 00 ,PROBRANDS 45G
Proteinbar,3 FÖR 30 00 ,PROBRANDS 45G
Sportdryck,2 FÖR 35 00 ,GAINOMAX 250ML
Pastasås,20 90 /st ,GARANT 400G
Basmatiris,39 90 /st ,GARANT 1KG
Snabbnudlar,10 FÖR 39 00 ,BLUE GARDEN 85G
Smoothie,2 FÖR 44 00 ,NUTRILETT 330ML
Korta pastaformer,12 90 /st ,GARANT 500G
"Tortilla chips, nacho chips",12 90 /st ,SANTA MARIA 185G
Tortillabröd,2 FÖR 20 00 ,GARANT 8P/320G
Pastej,2 FÖR 25 00 ,ARGETA 95G
Kanelbullar,29 90 /st ,SKOGAHOLM 10P • 450G
Pågenlimpan,28 90 /st ,PÅGEN 900G
Knäckebröd,21 90 /st ,WASA 550G
Protein milkshake,2 FÖR 38 00 ,BAREBELLS 330ML
Fruktdryck,4 FÖR 26 00 ,KIVIKS MUSTERI 2DL/1L
Äpplejuice,27 90 /st ,BRAVO 2L
Smör- & rapsolja,24 90 /st ,ARLA KÖKET 5DL
Gräddfil,17 90 /st ,GARANT 5DL
Grädde,19 90 /st ,NO NAME 5DL
"Risifrutti, mannafrutti",3 FÖR 33 00 ,MANNAFRUTTI • RISIFRUTTI 165G • 175G
"Ikaffe, no sugars oatdrink",18 90 /st ,OATLY 1L
Laktosfri mjölk,2 FÖR 42 00 ,"VALIO 1,5L"
Kylda såser,26 90 /st ,RYDBERGS 250ML
Färsk tortelloni,24 90 /st ,GARANT 250G
Våtservetter,2 FÖR 45 00 ,LIBERO 64P
Energidryck,2 FÖR 25 00 +pant ,MONSTER ENERGY 50CL
Läsk,3 FÖR 20 00 +pant ,ANGRY BIRDS 25CL
Cashewnötter,54 90 /st ,NØTTEFABRIKKEN 280G
Saltade jordnötter,19 90 /st ,ESTRELLA 275G
Chips,2 FÖR 45 00 ,DORITOS 170G
Kexchoklad,39 90 /st ,CLOETTA 8P • 480G
Chokladkaka,2 FÖR 40 00 ,MARABOU 185G • 200G
Godispåse,3 FÖR 25 00 ,CANDY PEOPLE 70G • 80G
Ljungplantering,99 00 /st ,BLOMMOR STYCK
Månadens bukett,79 90 /st ,BLOMMOR STYCK
