Färsk pasta,"15,00
/st","GARANT, 250g"
Kaffe,"2 för
110
kr","ARVID NORDQUIST, 500g"
Grillad kyckling,"59,95
/st","KRONFÅGEL, råvikt ca 1-1,2kg"
Gouda,"79,95
/kg","WERNERSSONS, 1kg"
Sportbröd,"20,00
/st","ÖSTRAS, 800g"
Frysta kycklingdelar,"30,00
/st","GULDFÅGELN, 350-500g"
Svensk fläskkarré,"79,95
/kg","SCAN, ca 1,1kg"
Babyplommontomater,"15,00
/st",250g
Apelsiner i nät,"15,00
/st",1kg
Kebabsås,"25,00
/st","SCHYSST KÄK, 250ml"
Ekologisk kokosmjölk,"12,00
/st","GARANT EKO, 250ml"
Gårdsgoda,"39,00
/st","VALIO, 500g"
Tacosås,"12,00
/st","GARANT, 230g"
Pan Pizza,"13,00
/st","BILLYS, 170g"
Pitabröd 5-pack,"12,00
/st","SCHYSST KÄK, 350g"
Vegobacon,"2 för
35
kr","ELDORADO, 120g"
Ekologiska hallon,"25,00
/st","GARANT EKO, 225g"
Diskborste,"10,00
/st","FIXA, st"
Toalettpapper 6-pack,"39,00
/st","SERLA, 6p"
Vit avfallspåse,"10,00
/st","FIXA, 25-pack"
Tortillabröd,"12,00
/st","BANDEROS, 200-320g"
Pasta,"15,00
/st","GAROFALO, 500g"
Juice,"29,00
/st","TROPICANA, 900ml"
Ekologisk vispgrädde,"20,00
/st","GARANT EKO, 3dl"
Ekologisk torkad mango,"20,00
/st","GARANT EKO, 75g"
Laxfilé,"99,00
/st","POSEIDON, 4x125g"
Ekologisk nötfärs,"59,95
/st","GARANT EKO, 500g"
Ciabatta,"8,00
/st","DAFGÅRDS, 150g"
Donuts,"6,00
/st","LA LORRAINE, 50-74g"
Tulpaner 12-pack,"99,00
/st",
Äpplen Royal Gala,"25,00
/kg",ca: 190g
Salladslök i knippe,"10,00
/st",100g
Lime,"3 för
10
kr",75g
Potatis Smått & Gott,"15,00
/st","GARANT, 900g"
Hel vitkål,"15,00
/kg",ca: 2kg
Smaksatt crème fraiche,"15,00
/st","ARLA, 2dl"
Barnmat,"3 för
45
kr","HIPP, 190-250g"
Enportionsrätter,"59,95
/st","GOOH, 370-400g"
Kakor,"22,95
/st","OREO, 154-157g"
Paj,"45,00
/st","CAROLINES KÖK, 300g"
Svenska Lantchips,"20,00
/st","LANTCHIPS, 200g"
Cottage cheese,"15,00
/st","GARANT, 250g"
Mjukost,"39,95
/st","KAVLI, 250-275g"
Munkens svarta,"119,00
/kg","ARLA, ca 500g"
Duschkräm,"16,95
/st","FAMILY FRESH, 500ml"
Deodorant Roll-on,"26,95
/st","REXONA, 50ml"
"Schampo, Balsam","39,95
/st","TRESEMMÉ, 400ml"
Havreringar,"29,95
/st","AXA, 350g"
Thailändsk grytbas,"34,95
/st","MRS CHENG'S, 400ml"
Wokgrönsaker,"25,95
/st","FINDUS, 450g"
Sprödbakad torskfilé,"45,95
/st","GARANT, 360g"
Enportionsrätter Asia Box,"31,95
/st","SPICEFIELD, 320-350g"
Rislunsj,"8,00
/st","TINE, 150g"
Yalla!,"15,00
/st","YALLA, 350ml"
Fryspåsar,"2 för
35
kr","TOPPITS, 1-8l, 15-60 pack"
"Salame Milano, Napoli","22,95
/st","ZETA, 80g"
Snackpot,"15,00
/st","KNORR, 51-63g"
Jalapeño,"15,00
/st","BANDEROS, 225/125g"
Pastasås,"29,95
/st","DOLMIO, 440-450g"
Knäckebröd,"11,95
/st","LEKSANDS, 200g"
Olivolja,"94,00
/st","ZETA, 500ml"
Chokladkakor,"27,95
/st","FAZER, 121-145g"
Loka 12-pack,"39,95
/st","LOKA, 12x33cl"
Kycklingklubbor,"49,95
/kg","GARANT, ca 900g"
Ekologisk biff,"249,00
/kg","GARANT EKO, ca 1kg"
Lövbiff,"189,00
/kg","GARANT, ca 450-850g"
