Färsk tortelloni,"15,00/st","GARANT, 250g"
Kaffe,,"LÖFBERGS, 450g"
Keso,"25,00/st","KESO, 500g"
Ikaffe,"16,00/st","OATLY, 1l"
Hårdost,"69,95/kg","WERNERSSONS, ca 750g"
Fryst vegofärs,"39,95/st","GARANT, 850-900g"
Svensk nötfärs,"79,95/st","GARANT, 800g"
Champinjoner,"12,00/st",250g
"Potatis Amandine, Mandel","15,00/st","GARANT, 900g"
Naturgodis,"129,50/kg",PICK & MIX
Juice,"35,00/st","BRÄMHULTS, 850ml"
Läsk,,"CHAMPIS, CUBA COLA, TROCADERO, 33cl"
Handtvål,"12,00/st","MEVOLUTION, 750ml"
Croissanter,"25,00/st","GARANT, 6x55g"
Diskborste,"5,00/st","FIXA, 1-pack"
Pannkakor,"20,00/st","GARANT, 400g"
Vegobacon,"15,00/st","ELDORADO, 120g"
Tonfisk 3-pack,"30,00/st","GARANT, 3x80g"
Toalettpapper,"79,00/st","FIXA, 18-pack"
Clementiner i korg,"34,95/st",900g
Zucchini,"10,00/st",ca 360g
Fikon,"5,00/st",ca50g
Tuggrullar,"36,95/st","DOGMAN, 2-pack"
Flytande tvättmedel,"34,95/st","FIXA, 0,75-1l"
Intimhygien,"44,95/st","ALWAYS, 14-60-pack"
Deodorant,"25,00/st","REXONA, 50ml"
"Jarlsberg, Norvegia","64,95/st","TINE, WERNERSSON, 500g"
Mjukost i ask,"42,95/st","KAVLI, 330g"
Parmigiano reggiano,"55,00/st","GARANT, 200g"
Skivat kalkonbröst,"249,50/kg",INGELSTA KALKON
Svensk falukorv,"35,00/st","SCAN, 800g"
Stora räkor i lake,"44,95/st","FALKENBERG, 385/170g"
Bröd 6-pack,"29,95/st","FAZER, 420-480g"
Glass 6-pack,"39,95/st","MARS, SNICKERS, 6p"
Fryst torskfilé,"79,95/st","FINDUS, 3x125g"
Tresor,"39,95/st","KELLOGG'S, 410g"
Ketchup,"15,00/st","HEINZ, 450g"
Sockerfritt godis,"22,95/st","WELLIBITES, 70g"
Chips,"29,95/st","PRINGLES, 200g"
Pasta,"20,00/st","GAROFALO, 500g"
Fryst pizza,"37,95/st","DR. OETKER, 385-415g"
Skuren sallad,"15,00/st","GARANT, 125-150g"
Lowcaly fruktdryck,"11,95/st","NJIE, 1l"
Frysta grönsaker,"25,00/st","FINDUS, 500-600g"
Grillkorv,"42,95/st","SCAN, 400-640g"
Svensk fläskkarré,"79,95/kg","SCAN, ca 1,1kg"
Svensk ungnötslever,"54,95/kg","GARANT, ca 800g"
Svensk blandfärs,"54,95/st","GARANT EKO, 500g"
Svensk kycklinglårfilé,"119,00/kg","GARANT, ca 850g"
Koljafilé,"99,00/st","FALKENBERG, 400g"
Färsk koljafilé,"249,00/kg",LERÖY
Färsk sejfilé,"69,95/st","FALKENBERG, 400g"
Färsk sejfilé,"169,00/kg",LERÖY
Rosbukett,"99,00/st","BLOMMOR, st"
Tulpaner,"49,95/st",7-pack
Citroner,"5,00/st",ca160g
Svenska äpplen,"25,00/kg",ca: 180g
"Fruktmums, Yogomums",,"SEMPER, 110-120g"
